2018-04-05 11:04:12 INFO  FileService:28 - read
2018-04-05 11:05:31 INFO  FileService:29 - Read level json file : C:\dev\lr-inthewell-editor\target\classes\json_level_parser.json
2018-04-05 11:07:54 INFO  FileService:29 - Read level json file : C:\dev\lr-inthewell-editor\target\classes\json_level_parser.json
2018-04-05 11:09:12 INFO  App:29 - START lr-inthewell-editor App !
2018-04-05 11:09:12 INFO  FileService:29 - Read level json file : C:\dev\lr-inthewell-editor\target\classes\json_level_parser.json
2018-04-05 11:09:12 INFO  App:34 - Number of level inside file : 104
2018-04-05 11:16:19 INFO  App:29 - START lr-inthewell-editor App !
2018-04-05 11:16:20 INFO  FileService:30 - Read level json file : C:\dev\lr-inthewell-editor\target\classes\json_level_parser.json
2018-04-05 11:16:20 INFO  FileService:36 - Number of level inside file : 104
2018-04-05 11:16:45 INFO  App:29 - Welcome in lr-inthewell-editor App !
2018-04-05 11:16:45 INFO  FileService:30 - Read level json file : C:\dev\lr-inthewell-editor\target\classes\json_level_parser.json
2018-04-05 11:16:45 INFO  FileService:36 - Number of level inside file : 104
2018-04-05 11:18:12 INFO  App:29 - Welcome in lr-inthewell-editor App !
2018-04-05 11:18:12 INFO  FileService:30 - Read level json file : C:\dev\lr-inthewell-editor\file:\C:\dev\lr-inthewell-editor\target\lr-inthewell-editor-0.0.1-SNAPSHOT-jar-with-dependencies.jar!\json_level_parser.json
2018-04-05 11:18:12 ERROR FileService:43 - IOException : La syntaxe du nom de fichier, de répertoire ou de volume est incorrecte
2018-04-05 11:20:54 INFO  App:35 - Welcome in lr-inthewell-editor App !
2018-04-05 11:20:54 INFO  FileService:30 - Read level json file : C:\dev\lr-inthewell-editor\target\classes\json_level_parser.json
2018-04-05 11:20:54 INFO  FileService:36 - Number of level inside file : 104
2018-04-05 11:24:08 INFO  SpriteService:19 - Load Sprite : START
2018-04-05 11:24:08 INFO  SpriteService:21 - Load Sprite : DONE
2018-04-05 11:24:08 INFO  App:38 - Welcome in lr-inthewell-editor App !
2018-04-05 11:24:08 INFO  FileService:30 - Read level json file : C:\dev\lr-inthewell-editor\target\classes\json_level_parser.json
2018-04-05 11:24:09 INFO  FileService:36 - Number of level inside file : 104
2018-04-05 11:24:25 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 11:24:25 INFO  SpriteService:19 - Load Sprite : START
2018-04-05 11:24:25 INFO  SpriteService:21 - Load Sprite : DONE
2018-04-05 11:24:25 INFO  FileService:30 - Read level json file : C:\dev\lr-inthewell-editor\target\classes\json_level_parser.json
2018-04-05 11:24:25 INFO  FileService:36 - Number of level inside file : 104
2018-04-05 11:24:38 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 11:24:38 INFO  SpriteService:19 - Load Sprite : START
2018-04-05 11:24:38 INFO  SpriteService:21 - Load Sprite : DONE
2018-04-05 11:24:38 INFO  FileService:30 - Read level json file : C:\dev\lr-inthewell-editor\target\classes\json_level_parser.json
2018-04-05 11:24:38 INFO  FileService:36 - Number of level inside file : 104
2018-04-05 12:14:05 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:14:05 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:14:27 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:14:27 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:14:27 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:14:50 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:14:50 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:14:50 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:14:57 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:14:57 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:14:57 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:16:11 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:16:12 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:16:12 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:16:38 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:16:38 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:16:38 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:16:40 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:16:40 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:16:40 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:16:57 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:16:57 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:16:57 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:17:58 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:17:58 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:17:58 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:18:07 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:18:07 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:18:07 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:19:41 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:19:41 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:19:41 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:19:44 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:19:44 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:19:44 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:21:25 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:21:25 INFO  FileService:31 - Read level json file : C:\dev\lr-inthewell-editor\target\classes\json_level_parser.json
2018-04-05 12:21:25 INFO  FileService:37 - Number of level inside file : 104
2018-04-05 12:21:40 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:21:40 INFO  FileService:31 - Read level json file : C:\dev\lr-inthewell-editor\target\classes\json_level_parser.json
2018-04-05 12:21:41 INFO  FileService:37 - Number of level inside file : 104
2018-04-05 12:29:07 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:29:24 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:29:25 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:29:25 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:29:25 INFO  SpriteService:68 - IOException : Can't read input file!
2018-04-05 12:29:25 INFO  SpriteService:31 - Load Sprites : DONE
2018-04-05 12:30:03 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:30:03 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:30:03 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:30:06 INFO  SpriteService:68 - IOException : Can't read input file!
2018-04-05 12:30:06 INFO  SpriteService:31 - Load Sprites : DONE
2018-04-05 12:30:35 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:30:35 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:30:35 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:30:37 INFO  SpriteService:68 - IOException : Can't read input file!
2018-04-05 12:30:37 INFO  SpriteService:31 - Load Sprites : DONE
2018-04-05 12:30:51 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:30:51 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:30:51 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:30:51 INFO  SpriteService:68 - IOException : Can't read input file!
2018-04-05 12:30:51 INFO  SpriteService:31 - Load Sprites : DONE
2018-04-05 12:31:22 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:31:23 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:31:23 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:31:23 INFO  SpriteService:68 - IOException : Can't read input file!
2018-04-05 12:31:23 INFO  SpriteService:31 - Load Sprites : DONE
2018-04-05 12:31:26 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:31:26 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:31:26 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:31:34 INFO  SpriteService:68 - IOException : Can't read input file!
2018-04-05 12:31:34 INFO  SpriteService:31 - Load Sprites : DONE
2018-04-05 12:33:08 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:33:08 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:33:08 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:34:23 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:34:23 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:34:23 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:34:23 INFO  SpriteService:56 - Crop sprite animation : teleporter
2018-04-05 12:34:23 INFO  SpriteService:56 - Crop sprite animation : teleporter
2018-04-05 12:34:23 INFO  SpriteService:56 - Crop sprite animation : rayon
2018-04-05 12:34:23 INFO  SpriteService:56 - Crop sprite animation : base_teleporter
2018-04-05 12:34:23 INFO  SpriteService:56 - Crop sprite animation : pick
2018-04-05 12:34:23 INFO  SpriteService:56 - Crop sprite animation : pick
2018-04-05 12:34:23 INFO  SpriteService:56 - Crop sprite animation : light
2018-04-05 12:34:23 INFO  SpriteService:56 - Crop sprite animation : platform
2018-04-05 12:34:23 INFO  SpriteService:56 - Crop sprite animation : end_platform
2018-04-05 12:34:23 INFO  SpriteService:56 - Crop sprite animation : level_background
2018-04-05 12:34:23 INFO  SpriteService:56 - Crop sprite animation : level_background
2018-04-05 12:36:20 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:36:20 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:36:20 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:36:20 INFO  SpriteService:56 - Crop sprite animation : teleporter
2018-04-05 12:36:20 INFO  SpriteService:56 - Crop sprite animation : teleporter
2018-04-05 12:36:20 INFO  SpriteService:56 - Crop sprite animation : rayon
2018-04-05 12:36:20 INFO  SpriteService:56 - Crop sprite animation : base_teleporter
2018-04-05 12:36:20 INFO  SpriteService:56 - Crop sprite animation : pick
2018-04-05 12:36:20 INFO  SpriteService:56 - Crop sprite animation : pick
2018-04-05 12:36:20 INFO  SpriteService:56 - Crop sprite animation : light
2018-04-05 12:36:20 INFO  SpriteService:56 - Crop sprite animation : platform
2018-04-05 12:36:20 INFO  SpriteService:56 - Crop sprite animation : end_platform
2018-04-05 12:36:20 INFO  SpriteService:56 - Crop sprite animation : level_background
2018-04-05 12:36:20 INFO  SpriteService:56 - Crop sprite animation : level_background
2018-04-05 12:36:33 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:36:33 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:36:33 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : teleporter
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : teleporter
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : rayon
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : base_teleporter
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : pick
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : pick
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : light
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : platform
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : end_platform
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : level_background
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : level_background
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : border_right
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : border_left
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : border_score
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : life+
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : life
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : doors
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : doors
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : doors
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : serrure
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : fly
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : ghost
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : hammer
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : ice
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : cristalsBonus
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : lettre1
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : lettreGame
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : fire
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : mapEvent
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : cristals
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : canne
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : mirror
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : doors
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : level0
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : level1
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : button
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : discuss
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : serrure
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : block
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : bed
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : bed
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : doors
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : doors
2018-04-05 12:36:33 INFO  SpriteService:56 - Crop sprite animation : carotteux
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : abricot
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : annanas
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : banane
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : blob
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : bombinos
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : cerise
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : citron
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : fraise_ball
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : framboise
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : kiwi
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : litchi
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : orange
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : pasteque
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : poire
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : pomme
2018-04-05 12:36:34 INFO  SpriteService:56 - Crop sprite animation : scie
2018-04-05 12:36:34 INFO  SpriteService:31 - Load Sprites : DONE
2018-04-05 12:37:52 INFO  App:33 - Welcome in lr-inthewell-editor App !
2018-04-05 12:37:53 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 12:37:53 INFO  FileService:64 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 12:37:53 INFO  SpriteService:56 - Crop sprite animation : teleporter
2018-04-05 12:37:53 INFO  SpriteService:56 - Crop sprite animation : teleporter
2018-04-05 12:37:53 INFO  SpriteService:69 - need merge
2018-04-05 12:37:53 INFO  SpriteService:56 - Crop sprite animation : rayon
2018-04-05 12:37:53 INFO  SpriteService:56 - Crop sprite animation : base_teleporter
2018-04-05 12:37:53 INFO  SpriteService:56 - Crop sprite animation : pick
2018-04-05 12:37:53 INFO  SpriteService:56 - Crop sprite animation : pick
2018-04-05 12:37:53 INFO  SpriteService:69 - need merge
2018-04-05 12:37:53 INFO  SpriteService:56 - Crop sprite animation : light
2018-04-05 12:37:53 INFO  SpriteService:56 - Crop sprite animation : platform
2018-04-05 12:37:53 INFO  SpriteService:56 - Crop sprite animation : end_platform
2018-04-05 12:37:53 INFO  SpriteService:56 - Crop sprite animation : level_background
